,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
259322,617696906B6A18CD25055A30,543725,NAN,REGISTER BOOK,CAT103,NAN,NAN,NO,FOR154,REGISTER BOOK,GRP286,18,SMMFG02222-01,535.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,REGISTER BOOK_NOT APPLICABLE_NAN_LOCAL_REGISTER BOOK_1
259337,617696906B6A18CD25055A8F,543742,NAN,CELLOTAPE,CAT103,NAN,NAN,NO,FOR154,CELLO TAPE,GRP286,18,SMMFG02222-01,65.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CELLO TAPE_NOT APPLICABLE_NAN_LOCAL_CELLOTAPE_1
259372,617696906B6A18CD25055B58,543777,NAN,WHITE BOARD,CAT103,NAN,NAN,NO,FOR154,WHITE BOARD,GRP286,12,SMMFG02222-01,600.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,WHITE BOARD_NOT APPLICABLE_NAN_LOCAL_WHITE BOARD_1
259411,617696906B6A18CD25055C13,543817,NAN,DOOR CLOSER,CAT103,NAN,NAN,NO,FOR154,DOOR CLOSER,GRP286,12,SMMFG02222-01,1244.33,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DOOR CLOSER_NOT APPLICABLE_NAN_LOCAL_DOOR CLOSER_1
259413,617696906B6A18CD25055C1E,543820,NAN,ECG PAPER FOR MAC 1200 PK / 100,CAT101,NAN,NAN,NO,FOR154,ECG PAPER FOR MAC 1200,GRP1627,18,SMMFG02222-01,800.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC115,STH107,100,PACK,NAN,NAN,NAN,NO,LOCAL,OTHERS,ECG PAPER,LOCAL,CONSUMABLES,GENERAL CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ECG PAPER FOR MAC 1200_NOT APPLICABLE_NAN_LOCAL_ECG PAPER FOR MAC 1200 PK / 100_100
259490,617696906B6A18CD25055DA7,543895,NAN,PUNCHING MACHINE MEDIUM,CAT103,NAN,MEDIUM,NO,FOR154,PUNCHING MACHINE,GRP286,18,SMMFG02222-01,180.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PUNCHING MACHINE_NOT APPLICABLE_MEDIUM_LOCAL_PUNCHING MACHINE MEDIUM_1
259525,617696916B6A18CD25055E73,543933,NAN,ECG PAPER FOR MAC 1200 PK / 100,CAT101,NAN,NAN,NO,FOR154,ECG PAPER FOR MAC 1200,GRP1627,18,SMMFG02222-01,800.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC115,STH107,100,PACK,NAN,NAN,NAN,NO,LOCAL,OTHERS,ECG PAPER,LOCAL,CONSUMABLES,GENERAL CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ECG PAPER FOR MAC 1200_NOT APPLICABLE_NAN_LOCAL_ECG PAPER FOR MAC 1200 PK / 100_100
259527,617696916B6A18CD25055E8A,543935,NAN,EXTENSION BOARD,CAT103,NAN,NAN,NO,FOR154,EXTENSION BOARD,GRP286,5,SMMFG02222-01,77.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,EXTENSION BOARD_NOT APPLICABLE_NAN_LOCAL_EXTENSION BOARD_1
259532,617696916B6A18CD25055E9A,543941,NAN,PUNCHING MACHINE MEDIUM,CAT103,NAN,MEDIUM,NO,FOR154,PUNCHING MACHINE,GRP286,18,SMMFG02222-01,94.4,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PUNCHING MACHINE_NOT APPLICABLE_MEDIUM_LOCAL_PUNCHING MACHINE MEDIUM_1
259533,617696916B6A18CD25055EA0,543942,NAN,REGISTER BOOK,CAT103,NAN,NAN,NO,FOR154,REGISTER BOOK,GRP286,18,SMMFG02222-01,90.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,REGISTER BOOK_NOT APPLICABLE_NAN_LOCAL_REGISTER BOOK_1
259535,617696916B6A18CD25055EAB,543943,NAN,RUBBER SHEET,CAT103,NAN,NAN,NO,FOR154,RUBBER SHEET,GRP286,18,SMMFG02222-01,1500.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RUBBER SHEET_NOT APPLICABLE_NAN_LOCAL_RUBBER SHEET_1
259536,617696916B6A18CD25055EB7,543945,NAN,SCISSOR,CAT103,NAN,NAN,NO,FOR154,SCISSOR,GRP286,18,SMMFG02222-01,300.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCISSOR_NOT APPLICABLE_NAN_LOCAL_SCISSOR_1
259610,6178F783770C5BE782AC06B7,544025,NAN,CONNECTING ROD 5.5 X 100 MM,CAT104,NAN,5.5MMX100MM,NO,FOR154,CONNECTING ROD,GRP630,5,SMMFG02222-01,1365.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC153,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,FIXATION SYSTEMS RODS,LOCAL,IMPLANTS,ORTHOPAEDICS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CONNECTING ROD_NOT APPLICABLE_5.5MMX100MM_LOCAL_CONNECTING ROD 5.5 X 100 MM_1
259688,617AF2ED1DB0D8B9EB467CDB,544104,NAN,DOCTORS PROGRESS NOTE(BLUE),CAT103,NAN,NAN,NO,FOR154,DOCTORS PROGRESS NOTE,GRP286,5,SMMFG03569-01,60.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DOCTORS PROGRESS NOTE_NOT APPLICABLE_NAN_GENERAL_DOCTORS PROGRESS NOTE(BLUE)_1
259697,617AF2EE1DB0D8B9EB467D24,544113,NAN,ICD COADING PADS,CAT103,NAN,NAN,NO,FOR154,ICD COADING PADS,GRP286,5,SMMFG08361-01,58.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LAKSHMI PRIYA PRINTERS,OTHERS,OTHERS,LAKSHMI PRIYA PRINTERS,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ICD COADING PADS_NOT APPLICABLE_NAN_LAKSHMI PRIYA PRINTERS_ICD COADING PADS_1
259701,617AF2EE1DB0D8B9EB467D29,544114,NAN,INTAKE AND OUTPUT CHART PADS PINK,CAT103,NAN,NAN,NO,FOR154,CHART,GRP286,5,SMMFG08361-01,60.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LAKSHMI PRIYA PRINTERS,OTHERS,OTHERS,LAKSHMI PRIYA PRINTERS,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHART_NOT APPLICABLE_NAN_LAKSHMI PRIYA PRINTERS_INTAKE AND OUTPUT CHART PADS PINK_1
259714,617AF2EE1DB0D8B9EB467D7A,544126,NAN,MRD CHECK LIST PADS,CAT103,NAN,NAN,NO,FOR154,MRD CHECK LIST PADS,GRP286,5,SMMFG08361-01,60.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LAKSHMI PRIYA PRINTERS,OTHERS,OTHERS,LAKSHMI PRIYA PRINTERS,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,MRD CHECK LIST PADS_NOT APPLICABLE_NAN_LAKSHMI PRIYA PRINTERS_MRD CHECK LIST PADS_1
259715,617AF2EE1DB0D8B9EB467DA6,544133,NAN,PLASTIC SPOONS,CAT103,NAN,NAN,NO,FOR154,SPOONS,GRP286,18,SMMFG03569-01,70.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SPOONS_NOT APPLICABLE_NAN_GENERAL_PLASTIC SPOONS_1
259745,617AF2EE1DB0D8B9EB467E4D,544166,NAN,TETRIFLEX 3 X 28 MM,CAT104,NAN,3X28MM,NO,FOR154,STENT TETRIFLEX,GRP534,5,SMMFG02199-01,32179.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC138,STH107,1,PIECE,NAN,NAN,NAN,NO,SAHAJANAND MEDICAL,OTHERS,CORONARY STENT BARE METAL,SAHAJANAND MEDICAL,IMPLANTS,CARDIOLOGY IMPLANTS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT TETRIFLEX_NOT APPLICABLE_3X28MM_SAHAJANAND MEDICAL_TETRIFLEX 3 X 28 MM_1
259759,617AF2EE1DB0D8B9EB467E86,544175,NAN,TOILET CLEANER,CAT103,NAN,NAN,NO,FOR154,TOILET CLEANER,GRP286,18,SMMFG03569-01,40.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC135,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,HOUSE KEEPING & CLEANING EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,TOILET CLEANER_NOT APPLICABLE_NAN_GENERAL_TOILET CLEANER_1
259764,617AF2EE1DB0D8B9EB467E9F,544180,NAN,WHITE BOARD,CAT103,NAN,NAN,NO,FOR154,WHITE BOARD,GRP286,18,SMMFG02222-01,480.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,WHITE BOARD_NOT APPLICABLE_NAN_LOCAL_WHITE BOARD_1
259816,617AF2EE1DB0D8B9EB467FE3,544234,NAN,CUTTING BLADE 5,CAT103,NAN,NAN,NO,FOR154,CURRING BLADE,GRP286,18,SMMFG03569-01,30.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CURRING BLADE_NOT APPLICABLE_NAN_GENERAL_CUTTING BLADE 5_1
259820,617AF2EE1DB0D8B9EB467FF4,544237,NAN,DC CONVERTER,CAT103,NAN,NAN,NO,FOR154,DC CONVERTER,GRP286,18,SMMFG02222-01,453.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DC CONVERTER_NOT APPLICABLE_NAN_LOCAL_DC CONVERTER_1
259823,617AF2EE1DB0D8B9EB468001,544239,NAN,DISPOSSABLE GLASSES,CAT103,NAN,NAN,NO,FOR154,DISPOSABEL GLASSES,GRP286,18,SMMFG08360-01,25.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,SRI GAYATRI BOOKS AND STATIONERY,OTHERS,OTHERS,SRI GAYATRI BOOKS AND STATIONERY,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DISPOSABEL GLASSES_NOT APPLICABLE_NAN_SRI GAYATRI BOOKS AND STATIONERY_DISPOSSABLE GLASSES_1
259827,617AF2EE1DB0D8B9EB468025,544246,NAN,ELECSYS SYS WASH KIT (11930346122) 500 ML,CAT101,NAN,NAN,NO,FOR154,ELECSYS WASH KIT,GRP1576,12,SMMFG00661-01,944.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC107,STH107,1,PIECE,NAN,NAN,NAN,NO,ROCHE,OTHERS,REAGENTS & SCREENING ACCESSORIES,ROCHE,CONSUMABLES,LAB CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ELECSYS WASH KIT_NOT APPLICABLE_NAN_ROCHE_ELECSYS SYS WASH KIT (11930346122) 500 ML_1
259828,617AF2EE1DB0D8B9EB468021,544245,NAN,ELECSYS IL 6 COBAS E 100 (05109442190),CAT101,NAN,NAN,NO,FOR154,ELECSYS COBASE,GRP1576,12,SMMFG00661-01,47199.6,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC107,STH107,1,PIECE,NAN,NAN,NAN,NO,ROCHE,OTHERS,REAGENTS & SCREENING ACCESSORIES,ROCHE,CONSUMABLES,LAB CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ELECSYS COBASE_NOT APPLICABLE_NAN_ROCHE_ELECSYS IL 6 COBAS E 100 (05109442190)_1
259831,617AF2EE1DB0D8B9EB468043,544251,NAN,HANDLE HOLES,CAT103,NAN,NAN,NO,FOR150,HAND HOLES,GRP286,18,SMMFG02222-01,550.0,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,HAND HOLES_OTHERS_NAN_LOCAL_HANDLE HOLES_1
259833,617AF2EE1DB0D8B9EB46803E,544250,NAN,GREEN PADS,CAT103,NAN,NAN,NO,FOR154,GREEN PADS,GRP286,18,SMMFG02222-01,30.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GREEN PADS_NOT APPLICABLE_NAN_LOCAL_GREEN PADS_1
259836,617AF2EE1DB0D8B9EB468052,544253,NAN,HISTO/CYTO/FNAC REQUESTION FORM PADS W + P,CAT103,NAN,NAN,NO,FOR154,REQUESTION FORM,GRP286,5,SMMFG08361-01,125.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LAKSHMI PRIYA PRINTERS,OTHERS,OTHERS,LAKSHMI PRIYA PRINTERS,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,REQUESTION FORM_NOT APPLICABLE_NAN_LAKSHMI PRIYA PRINTERS_HISTO/CYTO/FNAC REQUESTION FORM PADS W + P_1
259852,617AF2EE1DB0D8B9EB4680A8,544269,NAN,NAILS,CAT103,NAN,NAN,NO,FOR154,NAILS,GRP286,18,SMMFG03569-01,80.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAILS_NOT APPLICABLE_NAN_GENERAL_NAILS_1
259854,617AF2EE1DB0D8B9EB4680B6,544271,NAN,ODONIL,CAT103,NAN,NAN,NO,FOR154,ODONIL,GRP286,18,SMMFG03569-01,20.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC135,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,HOUSE KEEPING & CLEANING EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ODONIL_NOT APPLICABLE_NAN_GENERAL_ODONIL_1
259858,617AF2EE1DB0D8B9EB4680D5,544277,NAN,PVC TAPE,CAT103,NAN,NAN,NO,FOR154,PVC TAPE,GRP286,18,SMMFG03569-01,130.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PVC TAPE_NOT APPLICABLE_NAN_GENERAL_PVC TAPE_1
259861,617AF2EE1DB0D8B9EB4680E7,544280,NAN,RUBBER BANDS,CAT103,NAN,NAN,NO,FOR154,RUBBER BANDS,GRP286,18,SMMFG03569-01,35.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RUBBER BANDS_NOT APPLICABLE_NAN_GENERAL_RUBBER BANDS_1
259862,617AF2EE1DB0D8B9EB4680E3,544279,NAN,ROFF CHEMICAL,CAT103,NAN,NAN,NO,FOR154,STONE ADHESIVE,GRP286,18,SMMFG02222-01,340.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,BOTTLE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STONE ADHESIVE_NOT APPLICABLE_NAN_LOCAL_ROFF CHEMICAL_1
259864,617AF2EE1DB0D8B9EB4680EE,544283,NAN,SPRAY GUNS,CAT103,NAN,NAN,NO,FOR154,SPRAY GUNS,GRP286,18,SMMFG02222-01,40.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SPRAY GUNS_NOT APPLICABLE_NAN_LOCAL_SPRAY GUNS_1
259875,617AF2EE1DB0D8B9EB468131,544293,NAN,VETRA 20 ML,CAT103,NAN,NAN,NO,FOR154,ADHESIVE GLUE,GRP286,18,SMMFG02222-01,600.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,BOTTLE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ADHESIVE GLUE_NOT APPLICABLE_NAN_LOCAL_VETRA 20 ML_1
260038,617AF2EE1DB0D8B9EB4684D5,544457,NAN,CRKTHC,CAT103,NAN,NAN,NO,FOR154,PROTECTION DEVICES,GRP286,12,SMMFG02222-01,1800.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PROTECTION DEVICES_NOT APPLICABLE_NAN_LOCAL_CRKTHC_1
260044,617AF2EE1DB0D8B9EB4684F2,544463,NAN,CUTTING BLADE 5,CAT103,NAN,NAN,NO,FOR154,CURRING BLADE,GRP286,18,SMMFG03569-01,220.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CURRING BLADE_NOT APPLICABLE_NAN_GENERAL_CUTTING BLADE 5_1
260047,617AF2EE1DB0D8B9EB46850C,544466,NAN,DC CONVERTER,CAT103,NAN,NAN,NO,FOR154,DC CONVERTER,GRP286,18,SMMFG02222-01,284.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DC CONVERTER_NOT APPLICABLE_NAN_LOCAL_DC CONVERTER_1
260058,617AF2EE1DB0D8B9EB468548,544477,NAN,DISPOSSABLE GLASSES,CAT103,NAN,NAN,NO,FOR154,DISPOSABEL GLASSES,GRP286,18,SMMFG08360-01,25.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,SRI GAYATRI BOOKS AND STATIONERY,OTHERS,OTHERS,SRI GAYATRI BOOKS AND STATIONERY,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DISPOSABEL GLASSES_NOT APPLICABLE_NAN_SRI GAYATRI BOOKS AND STATIONERY_DISPOSSABLE GLASSES_1
260060,617AF2EE1DB0D8B9EB468559,544481,NAN,DOCTORS PROGRESS NOTE(BLUE),CAT103,NAN,NAN,NO,FOR154,DOCTORS PROGRESS NOTE,GRP286,5,SMMFG03569-01,60.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,GENERAL,OTHERS,OTHERS,GENERAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DOCTORS PROGRESS NOTE_NOT APPLICABLE_NAN_GENERAL_DOCTORS PROGRESS NOTE(BLUE)_1
260061,617AF2EE1DB0D8B9EB46855D,544482,NAN,DOOR CLOSER,CAT103,NAN,NAN,NO,FOR154,DOOR CLOSER,GRP286,18,SMMFG02222-01,2660.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC189,STH107,1,PIECE,NAN,NAN,NAN,NO,LOCAL,OTHERS,OTHERS,LOCAL,NON MEDICAL ITEMS,STATIONARY ITEMS,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DOOR CLOSER_NOT APPLICABLE_NAN_LOCAL_DOOR CLOSER_1
260083,617AF2EE1DB0D8B9EB4685D2,544502,NAN,ELECSYS IL 6 COBAS E 100 (05109442190),CAT101,NAN,NAN,NO,FOR154,ELECSYS COBASE,GRP1576,5,SMMFG00661-01,47199.6,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC107,STH107,1,PIECE,NAN,NAN,NAN,NO,ROCHE,OTHERS,REAGENTS & SCREENING ACCESSORIES,ROCHE,CONSUMABLES,LAB CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ELECSYS COBASE_NOT APPLICABLE_NAN_ROCHE_ELECSYS IL 6 COBAS E 100 (05109442190)_1
260084,617AF2EE1DB0D8B9EB4685DA,544503,NAN,ELECSYS SYS WASH KIT (11930346122) 500 ML,CAT101,NAN,NAN,NO,FOR154,ELECSYS WASH KIT,GRP1576,5,SMMFG00661-01,944.0,NAN,NAN,NAN,NAN,ROA110,ACTIVE,SUBC107,STH107,1,PIECE,NAN,NAN,NAN,NO,ROCHE,OTHERS,REAGENTS & SCREENING ACCESSORIES,ROCHE,CONSUMABLES,LAB CONSUMABLES,NOT APPLICABLE,NOT APPLICABLE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ELECSYS WASH KIT_NOT APPLICABLE_NAN_ROCHE_ELECSYS SYS WASH KIT (11930346122) 500 ML_1
